policy,seed,job_id,circuit,width,shots,arrival_s,start_s,wait_s,target,snapshot_id,esp_predicted,fidelity,floor_2q,floor_ro,slo_violated,deadline_s,deadline_met,unplaced
calib-aware/v0,1000,bj-0000,bv_04,4,2000,353.676231,353.676231,0,sim/ibm-sherbrooke-r,replay-c8ed6f4cee67,0.967975,0.938000,0.006550,0,False,717.160306,True,False
calib-aware/v0,1000,bj-0001,dj_06,6,4000,1028.965132,1028.965132,0,sim/ibm-sherbrooke-r,replay-541e7ce009c6,0.916938,0.711000,0.004952,0,False,0,True,False
calib-aware/v0,1000,bj-0002,dj_03,3,1000,1044.966792,1044.966792,0,sim/ibm-torino-r,replay-9bb5ff560d29,0.972156,0.762000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0003,bv_12,12,500,1056.911658,1056.911658,0,sim/ibm-brisbane-r,replay-68fdbae0f238,0.826975,0.452000,0,0,False,1758.971483,True,False
calib-aware/v0,1000,bj-0004,ghz_20,20,1000,1769.010272,1769.010272,0,sim/ibm-brisbane-r,replay-dc2cd1aefcfe,0.434235,0.142000,0,0,False,2347.681544,True,False
calib-aware/v0,1000,bj-0005,grover_05,5,500,1959.015107,1959.015107,0,sim/ibm-torino-r,replay-12573fc23ab4,0.507200,0.139681,0,0,False,0,True,False
calib-aware/v0,1000,bj-0006,wstate_10,10,2000,1967.516906,1967.516906,0,sim/ibm-brisbane-r,replay-556057863b80,0.773373,0.437000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0007,dj_03,3,500,1981.807157,1981.807157,0,sim/ibm-sherbrooke-r,replay-7bd2ddf1dc5f,0.974767,0.927000,0,0,False,3609.725330,True,False
calib-aware/v0,1000,bj-0008,ghz_02,2,2000,2180.519366,2180.519366,0,sim/ibm-sherbrooke-r,replay-7bd2ddf1dc5f,0.980470,0.949000,0,0,False,3281.744836,True,False
calib-aware/v0,1000,bj-0009,bv_04,4,2000,2330.850184,2330.850184,0,sim/ibm-sherbrooke-r,replay-7bd2ddf1dc5f,0.967342,0.927000,0.006384,0,False,0,True,False
calib-aware/v0,1000,bj-0010,wstate_06,6,4000,3327.015776,3327.015776,0,sim/ibm-torino-r,replay-5bc8fb59383e,0.884535,0.679000,0,0,False,4913.366988,True,False
calib-aware/v0,1000,bj-0011,wstate_10,10,1000,4364.024414,4364.024414,0,sim/ibm-torino-r,replay-dcc471171a13,0.784435,0.519000,0,0,False,5113.075556,True,False
calib-aware/v0,1000,bj-0012,dj_03,3,2000,4383.539362,4383.539362,0,sim/ibm-sherbrooke-r,replay-810ded948e1b,0.974133,0.929000,0.004147,0,False,5937.129119,True,False
calib-aware/v0,1000,bj-0013,ghz_16,16,1000,4493.540741,4493.540741,0,sim/ibm-brisbane-r,replay-1f3044372653,0.664766,0.250000,0,0,False,5238.421689,True,False
calib-aware/v0,1000,bj-0014,dj_14,14,1000,4588.417159,4588.417159,0,sim/ibm-brisbane-r,replay-1f3044372653,0.729835,0.183000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0015,dj_06,6,4000,4597.564546,4597.564546,0,sim/ibm-sherbrooke-r,replay-810ded948e1b,0.913679,0.698000,0,0,False,5313.719194,True,False
calib-aware/v0,1000,bj-0016,ghz_04,4,1000,5852.135272,5852.135272,0,sim/ibm-sherbrooke-r,replay-e2be094eb86b,0.946837,0.907000,0.005093,0,False,0,True,False
calib-aware/v0,1000,bj-0017,ghz_02,2,500,7191.422036,7191.422036,0,sim/ibm-sherbrooke-r,replay-8fa6dd33726c,0.979493,0.948000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0018,grover_05,5,1000,7230.887987,7230.887987,0,sim/ibm-torino-r,replay-4c8b348fccd7,0.487717,0.127681,0.006929,0,False,0,True,False
calib-aware/v0,1000,bj-0019,grover_07,7,4000,7302.209065,7302.209065,0,sim/ibm-torino-r,replay-4c8b348fccd7,0.013450,0.012414,0.004778,0,False,0,True,False
calib-aware/v0,1000,bj-0020,dj_14,14,500,7921.597362,7921.597362,0,sim/ibm-brisbane-r,replay-5fb2e863e2f6,0.720950,0.166000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0021,ghz_16,16,2000,7923.566370,7923.566370,0,sim/ibm-sherbrooke-r,replay-2b222fa4e96c,0.551979,0.044000,0.004387,0.019912,False,0,True,False
calib-aware/v0,1000,bj-0022,ghz_08,8,1000,9112.820715,9112.820715,0,sim/ibm-torino-r,replay-fffd44e524ba,0.856534,0.624000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0023,bv_12,12,1000,10286.436432,10286.436432,0,sim/ibm-brisbane-r,replay-b623a6dccc8a,0.810869,0.438000,0,0.014418,False,0,True,False
calib-aware/v0,1000,bj-0024,bv_16,16,4000,10334.241922,10334.241922,0,sim/ibm-brisbane-r,replay-b623a6dccc8a,0.707224,0.310000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0025,qpeexact_04,4,1000,10753.445119,10753.445119,0,sim/ibm-torino-r,replay-06a510d2cdee,0.932867,0.686000,0.006451,0.011486,False,0,True,False
calib-aware/v0,1000,bj-0026,wstate_14,14,4000,10871.963932,10871.963932,0,sim/ibm-brisbane-r,replay-1bf33de6dc0d,0.629840,0.157000,0,0,False,11632.890504,True,False
calib-aware/v0,1000,bj-0027,wstate_03,3,1000,11458.591097,11458.591097,0,sim/ibm-sherbrooke-r,replay-71a742b1f018,0.951929,0.917000,0,0,False,13356.936530,True,False
calib-aware/v0,1000,bj-0028,dj_10,10,2000,12258.660625,12258.660625,0,sim/ibm-torino-r,replay-87dd8b351fbc,0.814155,0.465000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0029,wstate_14,14,4000,12466.076105,12466.076105,0,sim/ibm-brisbane-r,replay-0d997e14136f,0.626475,0.138000,0,0,False,12984.545070,True,False
calib-aware/v0,1000,bj-0030,wstate_03,3,500,12474.512612,12474.512612,0,sim/ibm-sherbrooke-r,replay-671ee722c70b,0.951662,0.908000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0031,grover_03,3,500,12491.610937,12491.610937,0,sim/ibm-torino-r,replay-87dd8b351fbc,0.935996,0.699000,0.006147,0.015945,False,0,True,False
calib-aware/v0,1000,bj-0032,bv_04,4,500,12522.743418,12522.743418,0,sim/ibm-sherbrooke-r,replay-671ee722c70b,0.963897,0.926000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0033,ghz_20,20,1000,12707.275861,12707.275861,0,sim/ibm-brisbane-r,replay-9edbb56b995f,0.390807,0.104000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0034,ghz_20,20,4000,12734.678143,12734.678143,0,sim/ibm-torino-r,replay-c582019321ed,0.226510,0.004000,0.005549,0,False,0,True,False
calib-aware/v0,1000,bj-0035,qpeexact_12,12,2000,13187.166821,13187.166821,0,sim/ibm-torino-r,replay-c582019321ed,0.462285,0.010000,0.006334,0.016605,False,0,True,False
calib-aware/v0,1000,bj-0036,wstate_06,6,1000,13667.645521,13667.645521,0,sim/ibm-torino-r,replay-c42dd40a25d1,0.872712,0.671000,0.004672,0,False,14307.407624,True,False
calib-aware/v0,1000,bj-0037,ghz_20,20,4000,13917.464654,13917.464654,0,sim/ibm-brisbane-r,replay-bb84a0f2208c,0.386050,0.107000,0.006520,0.014224,False,0,True,False
calib-aware/v0,1000,bj-0038,qpeexact_12,12,500,15090.181168,15090.181168,0,sim/ibm-torino-r,replay-5afe24e2dd2a,0.454173,0.009000,0.005325,0,False,16408.638561,True,False
calib-aware/v0,1000,bj-0039,bv_08,8,1000,15383.481724,15383.481724,0,sim/ibm-brisbane-r,replay-2fbbf3d5389a,0.882845,0.514000,0,0,False,17456.105813,True,False
calib-aware/v0,1000,bj-0040,bv_04,4,500,15719.976873,15719.976873,0,sim/ibm-torino-r,replay-5393882bdb51,0.955058,0.731000,0.003655,0.017852,False,0,True,False
calib-aware/v0,1000,bj-0041,dj_10,10,4000,16013.602634,16013.602634,0,sim/ibm-torino-r,replay-5393882bdb51,0.808369,0.457000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0042,ghz_04,4,2000,16025.463304,16060.269300,34.805996,sim/ibm-torino-r,replay-5393882bdb51,0.933247,0.699000,0.003944,0,False,17686.455069,True,False
calib-aware/v0,1000,bj-0043,bv_08,8,500,16029.700831,16093.602634,63.901803,sim/ibm-torino-r,replay-5393882bdb51,0.874798,0.618000,0.004122,0.019663,False,16839.569007,True,False
calib-aware/v0,1000,bj-0044,ghz_04,4,500,16038.975847,16038.975847,0,sim/ibm-sherbrooke-r,replay-c5dc4986dc38,0.941442,0.910000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0045,wstate_14,14,4000,16393.757819,16393.757819,0,sim/ibm-torino-r,replay-044531e93ee9,0.599007,0.068000,0.004217,0,False,0,True,False
calib-aware/v0,1000,bj-0046,wstate_14,14,500,16400.320733,16400.320733,0,sim/ibm-sherbrooke-r,replay-2bad3f183624,0.533652,0.040000,0.005646,0,False,0,True,False
calib-aware/v0,1000,bj-0047,qpeexact_08,8,2000,17888.532564,17888.532564,0,sim/ibm-torino-r,replay-04743fb0ee58,0.695388,0.237000,0.007188,0,False,0,True,False
calib-aware/v0,1000,bj-0048,bv_04,4,1000,18152.133085,18152.133085,0,sim/ibm-sherbrooke-r,replay-27d6edd958b2,0.961890,0.929000,0.007235,0,False,18933.697910,True,False
calib-aware/v0,1000,bj-0049,ghz_02,2,2000,18824.275718,18824.275718,0,sim/ibm-sherbrooke-r,replay-9458e5876b1a,0.977159,0.946000,0.006679,0.013493,False,0,True,False
calib-aware/v0,1000,bj-0050,bv_04,4,500,18860.509217,18860.509217,0,sim/ibm-sherbrooke-r,replay-9458e5876b1a,0.961732,0.919000,0,0,False,19321.757840,True,False
calib-aware/v0,1000,bj-0051,dj_10,10,2000,19031.840002,19031.840002,0,sim/ibm-torino-r,replay-bf2819477749,0.803443,0.452000,0.007322,0,False,0,True,False
calib-aware/v0,1000,bj-0052,wstate_06,6,4000,19134.095712,19134.095712,0,sim/ibm-torino-r,replay-bf2819477749,0.866451,0.637000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0053,wstate_18,18,2000,19301.475734,19301.475734,0,sim/ibm-brisbane-r,replay-8bfa51c9ce94,0.439192,0.068000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0054,qpeexact_04,4,2000,19448.440906,19448.440906,0,sim/ibm-torino-r,replay-3e2265b10d4a,0.927176,0.673000,0,0,False,21468.594285,True,False
calib-aware/v0,1000,bj-0055,ghz_20,20,4000,19565.168440,19565.168440,0,sim/ibm-torino-r,replay-3e2265b10d4a,0.204236,0.003000,0.004300,0,False,0,True,False
calib-aware/v0,1000,bj-0056,dj_10,10,4000,20180.619304,20180.619304,0,sim/ibm-torino-r,replay-6ac47538dddf,0.801584,0.442000,0.004096,0,False,21585.441417,True,False
calib-aware/v0,1000,bj-0057,ghz_08,8,500,20394.579339,20394.579339,0,sim/ibm-torino-r,replay-6ac47538dddf,0.842171,0.603000,0.007249,0,False,22208.786496,True,False
calib-aware/v0,1000,bj-0058,ghz_02,2,1000,22293.297375,22293.297375,0,sim/ibm-sherbrooke-r,replay-fd14a6f469b2,0.976401,0.953000,0.005883,0,False,0,True,False
calib-aware/v0,1000,bj-0059,wstate_18,18,500,22296.599826,22296.599826,0,sim/ibm-brisbane-r,replay-e9314d9bc4b1,0.429025,0.064000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0060,ghz_20,20,1000,22301.781685,86481.590565,64179.808880,sim/ibm-torino-r,replay-1083c2dbc21c,0.273960,0.003000,0.003553,0,False,0,True,False
calib-aware/v0,1000,bj-0061,wstate_06,6,1000,22463.244619,22463.244619,0,sim/ibm-torino-r,replay-312a9d67e569,0.862559,0.642000,0,0.010885,False,23826.721084,True,False
calib-aware/v0,1000,bj-0062,ghz_12,12,1000,22482.813700,22482.813700,0,sim/ibm-brisbane-r,replay-e9314d9bc4b1,0.738426,0.228000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0063,grover_07,7,2000,22488.903900,22488.903900,0,sim/ibm-sherbrooke-r,replay-fd14a6f469b2,0.000473,0.008414,0.006841,0.009476,False,23580.355677,True,False
calib-aware/v0,1000,bj-0064,wstate_06,6,2000,23035.017718,23035.017718,0,sim/ibm-torino-r,replay-71b959a1ffcd,0.861915,0.635000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0065,ghz_04,4,500,23326.353205,23326.353205,0,sim/ibm-sherbrooke-r,replay-bf7e745871d4,0.937692,0.899000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0066,grover_07,7,4000,23338.735531,23338.735531,0,sim/ibm-torino-r,replay-71b959a1ffcd,0.006851,0.011414,0.003779,0,False,23938.602206,True,False
calib-aware/v0,1000,bj-0067,ghz_20,20,1000,23374.643678,23374.643678,0,sim/ibm-brisbane-r,replay-27ba743d3d7e,0.354856,0.088000,0.007315,0.013345,False,0,True,False
calib-aware/v0,1000,bj-0068,qpeexact_08,8,1000,23895.744765,23895.744765,0,sim/ibm-torino-r,replay-649aa7e41754,0.681581,0.224000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0069,bv_16,16,1000,24132.546843,24132.546843,0,sim/ibm-torino-r,replay-509c461bfe0c,0.583342,0.046000,0.005088,0,False,0,True,False
calib-aware/v0,1000,bj-0070,dj_06,6,2000,24222.416623,24222.416623,0,sim/ibm-sherbrooke-r,replay-bb665d80df08,0.896782,0.639000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0071,bv_12,12,4000,24302.074173,24302.074173,0,sim/ibm-brisbane-r,replay-f0bb87ebd59c,0.787583,0.388000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0072,wstate_03,3,4000,24372.595800,24372.595800,0,sim/ibm-sherbrooke-r,replay-bb665d80df08,0.946172,0.906000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0073,bv_12,12,2000,24668.800494,24668.800494,0,sim/ibm-torino-r,replay-e8b65c2decf8,0.765628,0.244000,0.004870,0.015109,False,25695.375254,True,False
calib-aware/v0,1000,bj-0074,ghz_20,20,4000,24671.062597,24671.062597,0,sim/ibm-brisbane-r,replay-a039d9a014d4,0.348517,0.101000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0075,wstate_06,6,4000,24852.067117,64859.443636,40007.376519,sim/ibm-sherbrooke-r,replay-c8ed6f4cee67,0.877001,0.805000,0.003629,0.015250,False,26623.665288,False,False
calib-aware/v0,1000,bj-0076,ghz_04,4,2000,25911.304367,25911.304367,0,sim/ibm-sherbrooke-r,replay-92618dd22b82,0.936208,0.896000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0077,ghz_16,16,1000,26024.958506,26024.958506,0,sim/ibm-brisbane-r,replay-0690c823cf91,0.606082,0.180000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0078,grover_03,3,500,26040.275115,26040.275115,0,sim/ibm-sherbrooke-r,replay-92618dd22b82,0.930260,0.830000,0.005111,0.009313,False,26409.778450,True,False
calib-aware/v0,1000,bj-0079,ghz_16,16,4000,26042.458527,26051.625173,9.166646,sim/ibm-brisbane-r,replay-0690c823cf91,0.606082,0.180000,0.007250,0,False,0,True,False
calib-aware/v0,1000,bj-0080,dj_06,6,1000,26043.950622,26043.950622,0,sim/ibm-torino-r,replay-7f72324508b2,0.893840,0.576000,0.005963,0,False,0,True,False
calib-aware/v0,1000,bj-0081,grover_05,5,1000,27130.725915,27130.725915,0,sim/ibm-torino-r,replay-8593f1363932,0.421490,0.099681,0,0,False,0,True,False
calib-aware/v0,1000,bj-0082,bv_16,16,4000,27138.581676,64906.110303,37767.528627,sim/ibm-sherbrooke-r,replay-c8ed6f4cee67,0.636544,0.125000,0.003752,0,False,0,True,False
calib-aware/v0,1000,bj-0083,dj_10,10,4000,27245.194200,27245.194200,0,sim/ibm-torino-r,replay-8593f1363932,0.790708,0.413000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0084,ghz_12,12,1000,27251.806098,27251.806098,0,sim/ibm-brisbane-r,replay-0d3c1e6667c9,0.730087,0.215000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0085,bv_16,16,4000,27468.784911,27468.784911,0,sim/ibm-torino-r,replay-8593f1363932,0.576237,0.041000,0.006783,0.012094,False,0,True,False
calib-aware/v0,1000,bj-0086,ghz_20,20,1000,27531.444520,27531.444520,0,sim/ibm-brisbane-r,replay-0d3c1e6667c9,0.342310,0.078000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0087,bv_16,16,500,27534.630433,27534.630433,0,sim/ibm-torino-r,replay-8593f1363932,0.576237,0.041000,0,0.011491,False,28771.033821,True,False
calib-aware/v0,1000,bj-0088,wstate_03,3,1000,27542.926309,27542.926309,0,sim/ibm-sherbrooke-r,replay-392ef3af8a10,0.944853,0.896000,0,0.014860,False,0,True,False
calib-aware/v0,1000,bj-0089,ghz_16,16,1000,27912.832826,27912.832826,0,sim/ibm-brisbane-r,replay-bbc1071e7777,0.602921,0.174000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0090,qpeexact_08,8,500,28742.776970,64802.776970,36060,sim/ibm-sherbrooke-r,replay-c8ed6f4cee67,0.651757,0.006000,0.006813,0.008053,False,0,True,False
calib-aware/v0,1000,bj-0091,wstate_14,14,1000,29226.694936,29226.694936,0,sim/ibm-brisbane-r,replay-010d21909a2b,0.583996,0.106000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0092,bv_08,8,2000,29386.575927,29386.575927,0,sim/ibm-torino-r,replay-9e14ae8d07e1,0.862583,0.590000,0.005407,0,False,30962.543219,True,False
calib-aware/v0,1000,bj-0093,qpeexact_12,12,500,29410.974668,29419.909261,8.934593,sim/ibm-torino-r,replay-243d25062852,0.413840,0.005000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0094,grover_05,5,1000,29640.228877,29640.228877,0,sim/ibm-torino-r,replay-243d25062852,0.420697,0.096681,0,0,False,0,True,False
calib-aware/v0,1000,bj-0095,ghz_04,4,500,29830.512331,29830.512331,0,sim/ibm-sherbrooke-r,replay-6ebf1714e8ec,0.934994,0.900000,0,0,False,31194.599324,True,False
calib-aware/v0,1000,bj-0096,qpeexact_08,8,2000,29842.060147,29842.060147,0,sim/ibm-torino-r,replay-243d25062852,0.672489,0.221000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0097,ghz_20,20,1000,29844.098494,29844.098494,0,sim/ibm-brisbane-r,replay-797b5cee9aa0,0.339251,0.101000,0,0,False,31772.155264,True,False
calib-aware/v0,1000,bj-0098,ghz_16,16,500,29861.352260,29870.765160,9.412901,sim/ibm-brisbane-r,replay-797b5cee9aa0,0.601542,0.161000,0,0.013273,False,0,True,False
calib-aware/v0,1000,bj-0099,bv_16,16,4000,30159.900273,30159.900273,0,sim/ibm-brisbane-r,replay-6606e875136a,0.666443,0.232000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0100,grover_07,7,4000,30179.182505,30179.182505,0,sim/ibm-torino-r,replay-e255d1eb9d01,0.005593,0.011414,0.006130,0.009033,False,0,True,False
calib-aware/v0,1000,bj-0101,ghz_20,20,2000,30184.820666,30206.566939,21.746274,sim/ibm-brisbane-r,replay-6606e875136a,0.339218,0.094000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0102,dj_03,3,500,30453.727253,30453.727253,0,sim/ibm-sherbrooke-r,replay-8543fef4d07c,0.967841,0.915000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0103,grover_07,7,2000,31496.192870,31496.192870,0,sim/ibm-torino-r,replay-b4ec271833f2,0.005593,0.004414,0,0,False,33377.324007,True,False
calib-aware/v0,1000,bj-0104,dj_06,6,4000,31508.385704,31508.385704,0,sim/ibm-sherbrooke-r,replay-f70f196d4d5b,0.893949,0.627000,0,0,False,33360.962279,True,False
calib-aware/v0,1000,bj-0105,dj_10,10,1000,31773.286491,31773.286491,0,sim/ibm-torino-r,replay-b4ec271833f2,0.789522,0.399000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0106,ghz_02,2,2000,32239.761410,32239.761410,0,sim/ibm-sherbrooke-r,replay-707405aa2fc8,0.975077,0.943000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0107,grover_05,5,2000,32375.752247,32375.752247,0,sim/ibm-torino-r,replay-b4ec271833f2,0.420697,0.088681,0,0.010946,False,33488.291694,True,False
calib-aware/v0,1000,bj-0108,dj_14,14,1000,32385.143550,32385.143550,0,sim/ibm-brisbane-r,replay-e1972483a4e9,0.675703,0.103000,0,0,False,33266.563992,True,False
calib-aware/v0,1000,bj-0109,ghz_16,16,1000,33624.694368,33624.694368,0,sim/ibm-brisbane-r,replay-e1972483a4e9,0.601457,0.173000,0,0,False,34272.401014,True,False
calib-aware/v0,1000,bj-0110,bv_08,8,1000,33727.170162,33727.170162,0,sim/ibm-brisbane-r,replay-e1972483a4e9,0.869771,0.466000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0111,wstate_18,18,2000,33730.088435,33730.088435,0,sim/ibm-sherbrooke-r,replay-707405aa2fc8,0.329911,0.016000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0112,dj_10,10,1000,33887.684895,33887.684895,0,sim/ibm-torino-r,replay-b4ec271833f2,0.789522,0.399000,0.004080,0,False,34395.324537,True,False
calib-aware/v0,1000,bj-0113,dj_14,14,1000,33978.573870,33978.573870,0,sim/ibm-brisbane-r,replay-e1972483a4e9,0.675703,0.103000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0114,grover_05,5,2000,34333.626412,34333.626412,0,sim/ibm-torino-r,replay-b4ec271833f2,0.420697,0.088681,0,0,False,0,True,False
calib-aware/v0,1000,bj-0115,grover_05,5,1000,34345.730468,34345.730468,0,sim/ibm-sherbrooke-r,replay-707405aa2fc8,0.314936,0.082681,0,0,False,35787.001993,True,False
calib-aware/v0,1000,bj-0116,bv_12,12,500,34650.390461,34650.390461,0,sim/ibm-brisbane-r,replay-e1972483a4e9,0.782016,0.369000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0117,grover_05,5,2000,35461.559527,35461.559527,0,sim/ibm-torino-r,replay-b4ec271833f2,0.420697,0.088681,0.004767,0.015934,False,0,True,False
calib-aware/v0,1000,bj-0118,wstate_18,18,500,36718.152775,36718.152775,0,sim/ibm-sherbrooke-r,replay-707405aa2fc8,0.329911,0.016000,0.004977,0,False,0,True,False
calib-aware/v0,1000,bj-0119,ghz_20,20,4000,37019.900354,37019.900354,0,sim/ibm-brisbane-r,replay-e1972483a4e9,0.339203,0.088000,0,0.014266,False,0,True,False
calib-aware/v0,1000,bj-0120,bv_04,4,2000,37600.326718,37600.326718,0,sim/ibm-sherbrooke-r,replay-707405aa2fc8,0.958519,0.923000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0121,ghz_08,8,2000,37603.126365,65079.443636,27476.317271,sim/ibm-sherbrooke-r,replay-c8ed6f4cee67,0.851066,0.214000,0.003697,0,False,39009.256300,False,False
calib-aware/v0,1000,bj-0122,ghz_12,12,4000,37752.151182,37752.151182,0,sim/ibm-brisbane-r,replay-e1972483a4e9,0.728594,0.228000,0,0,False,38844.707177,True,False
calib-aware/v0,1000,bj-0123,dj_10,10,4000,37756.085633,37756.085633,0,sim/ibm-torino-r,replay-b4ec271833f2,0.789522,0.399000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0124,ghz_08,8,1000,37773.534605,37773.534605,0,sim/ibm-sherbrooke-r,replay-707405aa2fc8,0.810495,0.197000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0125,qpeexact_12,12,500,37797.013638,37802.752300,5.738663,sim/ibm-torino-r,replay-b4ec271833f2,0.413840,0.005000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0126,wstate_10,10,2000,37876.397723,37876.397723,0,sim/ibm-torino-r,replay-b4ec271833f2,0.739071,0.436000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0127,ghz_04,4,500,37984.673916,37984.673916,0,sim/ibm-sherbrooke-r,replay-707405aa2fc8,0.934955,0.869000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0128,bv_12,12,2000,38168.532890,38168.532890,0,sim/ibm-brisbane-r,replay-e1972483a4e9,0.782016,0.369000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0129,qpeexact_12,12,1000,38187.817855,38187.817855,0,sim/ibm-torino-r,replay-b4ec271833f2,0.413840,0.005000,0,0,False,39167.692209,True,False
calib-aware/v0,1000,bj-0130,qpeexact_12,12,4000,38200.298863,38200.298863,0,sim/ibm-sherbrooke-r,replay-707405aa2fc8,0.242159,0.000000,0,0,False,39477.475104,True,False
calib-aware/v0,1000,bj-0131,grover_05,5,4000,38517.326948,38517.326948,0,sim/ibm-torino-r,replay-b4ec271833f2,0.420697,0.088681,0,0,False,0,True,False
calib-aware/v0,1000,bj-0132,qpeexact_08,8,4000,41279.263555,41279.263555,0,sim/ibm-torino-r,replay-b4ec271833f2,0.672489,0.244000,0.004785,0,False,0,True,False
calib-aware/v0,1000,bj-0133,dj_06,6,2000,41367.089617,41367.089617,0,sim/ibm-sherbrooke-r,replay-707405aa2fc8,0.893949,0.618000,0.005379,0,False,0,True,False
calib-aware/v0,1000,bj-0134,ghz_16,16,500,41437.062401,65032.776970,23595.714569,sim/ibm-sherbrooke-r,replay-c8ed6f4cee67,0.577881,0.048000,0.003657,0,False,0,True,False
calib-aware/v0,1000,bj-0135,ghz_02,2,2000,41461.555855,41461.555855,0,sim/ibm-sherbrooke-r,replay-707405aa2fc8,0.975077,0.943000,0.006196,0.014951,False,0,True,False
calib-aware/v0,1000,bj-0136,qpeexact_04,4,1000,41496.487820,41496.487820,0,sim/ibm-torino-r,replay-b4ec271833f2,0.922066,0.638000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0137,dj_03,3,4000,41844.907269,64952.776970,23107.869700,sim/ibm-sherbrooke-r,replay-c8ed6f4cee67,0.975170,0.933000,0.003806,0.009463,False,42332.402723,False,False
calib-aware/v0,1000,bj-0138,qpeexact_08,8,4000,42176.036199,42176.036199,0,sim/ibm-torino-r,replay-b4ec271833f2,0.672489,0.244000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0139,grover_05,5,4000,42189.230003,42189.230003,0,sim/ibm-sherbrooke-r,replay-707405aa2fc8,0.314936,0.082681,0.006953,0,False,43292.319530,True,False
calib-aware/v0,1000,bj-0140,dj_06,6,2000,42229.993741,42229.993741,0,sim/ibm-torino-r,replay-b4ec271833f2,0.892826,0.588000,0,0.018762,False,0,True,False
calib-aware/v0,1000,bj-0141,wstate_10,10,500,42230.487965,42235.896670,5.408705,sim/ibm-sherbrooke-r,replay-707405aa2fc8,0.687150,0.083000,0.006082,0.013729,False,43780.610062,True,False
calib-aware/v0,1000,bj-0142,dj_10,10,2000,43046.682639,43046.682639,0,sim/ibm-torino-r,replay-b4ec271833f2,0.789522,0.399000,0,0,False,0,True,False
calib-aware/v0,1000,bj-0143,grover_05,5,1000,43278.540847,43278.540847,0,sim/ibm-torino-r,replay-b4ec271833f2,0.420697,0.088681,0.004513,0,False,0,True,False
calib-aware/v0,1000,bj-0144,dj_10,10,2000,43567.791277,43567.791277,0,sim/ibm-torino-r,replay-b4ec271833f2,0.789522,0.399000,0.007358,0.018737,False,45233.055979,True,False
calib-aware/v0,1000,bj-0145,qpeexact_08,8,500,43773.643577,43773.643577,0,sim/ibm-torino-r,replay-b4ec271833f2,0.672489,0.244000,0,0,False,45482.691609,True,False
calib-aware/v0,1000,bj-0146,bv_16,16,500,43876.057270,43876.057270,0,sim/ibm-torino-r,replay-b4ec271833f2,0.574211,0.038000,0.005248,0,False,44449.874897,True,False
calib-aware/v0,1000,bj-0147,wstate_06,6,4000,43882.889723,43899.390603,16.500880,sim/ibm-torino-r,replay-b4ec271833f2,0.856909,0.604000,0.004042,0.018390,False,0,True,False
